tp_code,centre_code,centre_name,organisation_code,organisation_description,service_model,centre_contact_no,centre_email_address,centre_address,postal_code,centre_website,infant_vacancy_current_month,infant_vacancy_next_month,infant_vacancy_third_month,infant_vacancy_fourth_month,infant_vacancy_fifth_month,infant_vacancy_sixth_month,infant_vacancy_seventh_month,pg_vacancy_current_month,pg_vacancy_next_month,pg_vacancy_third_month,pg_vacancy_fourth_month,pg_vacancy_fifth_month,pg_vacancy_sixth_month,pg_vacancy_seventh_month,n1_vacancy_current_month,n1_vacancy_next_month,n1_vacancy_third_month,n1_vacancy_fourth_month,n1_vacancy_fifth_month,n1_vacancy_sixth_month,n1_vacancy_seventh_month,n2_vacancy_current_month,n2_vacancy_next_month,n2_vacancy_third_month,n2_vacancy_fourth_month,n2_vacancy_fifth_month,n2_vacancy_sixth_month,n2_vacancy_seventh_month,k1_vacancy_current_month,k1_vacancy_next_month,k1_vacancy_third_month,k1_vacancy_fourth_month,k1_vacancy_fifth_month,k1_vacancy_sixth_month,k1_vacancy_seventh_month,k2_vacancy_current_month,k2_vacancy_next_month,k2_vacancy_third_month,k2_vacancy_fourth_month,k2_vacancy_fifth_month,k2_vacancy_sixth_month,k2_vacancy_seventh_month,food_offered,second_languages_offered,spark_certified,weekday_full_day,saturday,scheme_type,extended_operating_hours,provision_of_transport,government_subsidy,gst_regisration,last_updated,remarks,contactno_lifesg,emailaddress_lifesg,website_lifesg
na,EB0026,E-Bridge Pre-School Pte Ltd,EB,E-Bridge Pre-school Pte. Ltd.,CC,66109232,858tampines@e-bridge.edu.sg,"858E,TAMPINES WALK,#01-01,TAMPINES GREENSPRING,525858",525858,na,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-07-17,na,66109232,858tampines@e-bridge.edu.sg,na
na,EB0021,E-Bridge Pre-School Pte Ltd,EB,E-Bridge Pre-school Pte. Ltd.,CC,69946746,875tampines@e-bridge.edu.sg,"875B,TAMPINES STREET 86,#01-111,522875",522875,https://info.e-bridge.edu.sg/registration-of-interest,Full,Limited,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Limited,Full,Full,Limited,Limited,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-07-17,na,69946746,875tampines@e-bridge.edu.sg,https://info.e-bridge.edu.sg/registration-of-interest
na,YM0151,MY WORLD PRESCHOOL LTD.,YM,MY World Preschool Ltd,CC,67810592,tampinesnorth@myworld.org.sg,"428,TAMPINES STREET 41,#01-459,520428",520428,https://www.myworld.org.sg,Full,Full,Full,Full,Full,Full,Limited,Full,Full,Full,Full,Full,Available,Available,Available,Available,Available,Available,Available,Available,Available,Full,Full,Full,Full,Full,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay|Tamil,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-07-17,na,67810592,tampinesnorth@myworld.org.sg,https://www.myworld.org.sg
na,ST0267,PCF Sparkletots Preschool @ Tampines Changkat Blk 106 (EY),ST,PCF Sparkletots Preschool Limited,EYC-DS,67885334,CT.EY.106@pcf.org.sg,"106,Tampines Street 11,#01-333,521106",521106,www.pcf.org.sg/sparkletots/,Available,Available,Available,Available,Available,Available,Available,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Available,Available,Available,Available,Available,Available,Available,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay|Tamil,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-07-17,na,67885334,CT.EY.106@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,ST0263,PCF Sparkletots Preschool @ Tampines East Blk 358 (DS),ST,PCF Sparkletots Preschool Limited,DS,62602059,TE.DS.358@pcf.org.sg,"358,Tampines Street 33,#01-666,520358",520358,www.pcf.org.sg/sparkletots/,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay|Tamil,No,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-07-17,na,62602059,TE.DS.358@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,ST0260,PCF Sparkletots Preschool @ Tampines East Blk 262 (EY),ST,PCF Sparkletots Preschool Limited,EYC-DS,67834463,TE.EY.262@pcf.org.sg,"262,Tampines Street 21,#01-272,520262",520262,www.pcf.org.sg/sparkletots/,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Full,Full,Full,Full,Full,Full,Available,Full,Limited,Limited,Limited,Limited,Limited,Available,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-07-17,na,67834463,TE.EY.262@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,ST0258,PCF Sparkletots Preschool @ Tampines West Blk 140 (DS),ST,PCF Sparkletots Preschool Limited,DS,67821177,TW.DS.140@pcf.org.sg,"140,Tampines Street 12,#01-426,520140",520140,www.pcf.org.sg/sparkletots/,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Limited,Full,Full,Full,Available,Available,Available,Full,Full,Full,Full,Full,Full,Full,Limited,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay|Tamil,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-07-17,na,64853300,email@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,ST0172,PCF Sparkletots Preschool @ Tampines North Blk 443 (CC),ST,PCF Sparkletots Preschool Limited,CC,67826788,TN.CC.443@pcf.org.sg,"443,TAMPINES STREET 43,#01-51,520443",520443,www.pcf.org.sg/sparkletots/,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Limited,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-07-17,na,67826788,TN.CC.443@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,ST0145,PCF SPARKLETOTS PRESCHOOL @ TAMPINES EAST Blk 385 (CC),ST,PCF Sparkletots Preschool Limited,CC,67833417,TE.CC.385@pcf.org.sg,"385,TAMPINES STREET 32,#01-53,520385",520385,www.pcf.org.sg/sparkletots/,Full,Full,Available,Available,Available,Available,Available,Full,Full,Full,Full,Full,Full,Available,Full,Full,Full,Full,Full,Full,Available,Full,Full,Full,Full,Full,Full,Available,Full,Full,Full,Full,Full,Full,Available,Full,Full,Full,Full,Full,Full,Available,Halal Food With No Beef (with Certification from MUIS),Chinese|Malay,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-07-17,na,67833417,TE.CC.385@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,ST0036,PCF Sparkletots Preschool @ Tampines Changkat Blk 273 (CC),ST,PCF Sparkletots Preschool Limited,CC,67848001,CT.CC.273@pcf.org.sg,"273,TAMPINES STREET 22,#01-60,520273",520273,www.pcf.org.sg/sparkletots/,Limited,Limited,Limited,Available,Available,Available,Available,Limited,Limited,Limited,Limited,Limited,Limited,Available,Full,Full,Full,Full,Full,Full,Available,Full,Full,Full,Full,Full,Full,Available,Full,Full,Full,Full,Full,Full,Available,Full,Full,Full,Full,Full,Full,Available,No Pork No Lard with No Beef (from Non-Halal Sources),Chinese|Malay|Tamil,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-07-17,na,67848001,CT.CC.273@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,ST0032,PCF Sparkletots Preschool @ Tampines Changkat Blk 112 (CC),ST,PCF Sparkletots Preschool Limited,CC,67871130,CT.CC.112@pcf.org.sg,"112,TAMPINES STREET 11,#01-185,521112",521112,www.pcf.org.sg/sparkletots/,Limited,Limited,Limited,Limited,Limited,Limited,Available,Limited,Limited,Limited,Limited,Limited,Limited,Available,Full,Full,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Full,Full,Full,Available,Limited,Limited,Limited,Limited,Limited,Limited,Full,Full,Full,Full,Full,Full,Full,Limited,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-07-17,na,67871130,CT.CC.112@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,SK0006,Skool4Kidz Preschool,SK,Skool4Kidz Pte Ltd,CC,68536469,tampinescc@skool4kidz.com.sg,"524A,TAMPINES CENTRAL 7,#01-51,521524",521524,https://skool4kidz.com.sg/,Limited,Limited,Limited,Limited,Limited,Limited,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-07-17,na,62802272,tampinescc@skool4kidz.com.sg,https://skool4kidz.com.sg/
na,RC1903,Little Seeds Preschool,RC,Not-for-Profit Organisation,CC,67857139,tsatam.cc@littleseeds.edu.sg,"159,TAMPINES ST 12,#01-95,521159",521159,www.littleseeds.edu.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Full,Full,Full,Full,Full,Full,Full,Limited,Full,Full,Full,Full,Full,Full,Limited,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Limited,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (from Non-Halal Sources),Chinese,Yes,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,Yes,2026-07-17,na,67857139,tsatam.cc@littleseeds.edu.sg,www.littleseeds.edu.sg
na,PT9522,THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,PT,Private Operators,CC,69081230,lshoce01@littleskoolhouse.com,"5,TAMPINES CENTRAL 1,#04-03,TAMPINES PLAZA 2,529541",529541,https://www.littleskoolhouse.com/,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,Yes,2026-07-17,na,69081230,lshoce01@littleskoolhouse.com,https://www.littleskoolhouse.com/our-centres/at-ocbc-tampines/
na,PT9463,STAR LEARNERS @ TAMPINES EAST PTE LTD,PT,Private Operators,CC,62500173,info@starlearners.com.sg,"297,TAMPINES STREET 22,#01-576,520297",520297,https://starlearners.com.sg/our-centres/tampines-east/,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Limited,Limited,Limited,Limited,Limited,Limited,Available,Limited,Limited,Limited,Limited,Limited,Limited,Available,Limited,Limited,Limited,Limited,Limited,Limited,Available,Full,Full,Full,Full,Full,Full,Available,Limited,Limited,Limited,Limited,Limited,Limited,Available,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,07:00-14:00,Partner Operator Scheme,No,No,Yes,Yes,2026-07-17,na,62500173,info@starlearners.com.sg,https://starlearners.com.sg/our-centres/tampines-east/
na,PT9273,Little Footprints Preschool Group Pte Ltd,PT,Private Operators,CC,68171393,lfp_tampines372@babilou-family.sg,"372,TAMPINES STREET 34,#01-20,520372",520372,www.littlefootprints.edu.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Limited,Full,Full,Full,Limited,Limited,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Limited,Limited,Limited,Limited,Limited,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,Yes,2026-07-17,na,68171393,lfp_tampines372@babilou-family.sg,www.littlefootprints.edu.sg
na,PT9189,STAR LEARNERS @ TAMPINES PTE. LTD.,PT,Private Operators,CC,62500173,info@starlearners.com.sg,"241,TAMPINES STREET 21,#01-435,520241",520241,https://starlearners.com.sg/our-centres/tampines/,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Limited,Limited,Limited,Limited,Limited,Limited,Available,Limited,Limited,Limited,Limited,Limited,Limited,Available,Limited,Limited,Limited,Limited,Limited,Limited,Available,Limited,Limited,Limited,Limited,Limited,Limited,Available,Limited,Limited,Limited,Limited,Limited,Limited,Available,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,07:00-14:00,Partner Operator Scheme,No,No,Yes,Yes,2026-07-17,na,62500173,info@starlearners.com.sg,https://starlearners.com.sg/our-centres/tampines/
na,PT9119,SUNSHINE KIDS CARE CENTRE @ TAMPINES PTE. LTD.,PT,Private Operators,CC,64836828,tampines@sunshinekids.com.sg,"519A,TAMPINES CENTRAL 8,#01-11,521519",521519,na,Available,Limited,Full,Full,Full,Full,Full,Available,Available,Available,Available,Limited,Limited,Available,Available,Available,Available,Available,Available,Limited,Available,Limited,Limited,Limited,Limited,Full,Full,Available,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,Yes,2026-07-17,na,64836828,tampines@sunshinekids.com.sg,na
na,PT8546,Small Wonder Preschool Tampines East (Changkat),PT,Private Operators,CC,96153766,nurainirahmat@smallwonderpreschool.com,"305,TAMPINES STREET 32,#01-80,520305",520305,www.smallwonderpreschool.com,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Limited,Full,Full,Full,Full,Full,Full,No Pork No Lard with Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,Yes,2026-07-17,na,96153766,nurainirahmat@smallwonderpreschool.com,www.smallwonderpreschool.com
na,PT8480,CARPE DIEM YOUNG HEARTS PTE. LTD.,PT,Private Operators,CC,93272988,kiahhui@carpediem.com.sg,"355,TAMPINES STREET 33,#01-638,520355",520355,www.carpediem.com.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Full,Full,Full,Full,Full,Full,Available,Available,Available,Available,Available,Available,Available,Full,Full,Full,Full,Limited,Limited,Limited,Available,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,No,2026-07-17,na,93272988,kiahhui@carpediem.com.sg,www.carpediem.com.sg
na,PT8461,CARPE DIEM YOUNG MINDS PTE. LTD.,PT,Private Operators,CC,87910078,kiahhui@carpediem.com.sg,"219,TAMPINES STREET 24,#01-28,520219",520219,www.carpediem.com.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,No,2026-07-17,na,87910078,kiahhui@carpediem.com.sg,www.carpediem.com.sg
na,PT6100,LEARNING KIDZ EDUCARE PTE. LTD.,PT,Private Operators,CC,69709235,enquiry_tj@learningkidz.com.sg,"300,TAMPINES AVENUE 5,#06-01/05,INCOME AT TAMPINES JUNCTION,529653",529653,www.learningkidz.com.sg,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Limited,Limited,Limited,Limited,Limited,Full,Available,Limited,Limited,Limited,Limited,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Partner Operator Scheme,No,Yes,Yes,Yes,2026-07-17,na,69709235,enquiry_tj@learningkidz.com.sg,www.learningkidz.com.sg
na,NT0489,MY FIRST SKOOL,NT,NTUC First Campus Co-Operative Ltd,CC,66349989,info@myfirstskool.com,"341,TAMPINES STREET 33,#01-264,520341",520341,https://www.myfirstskool.com/tm4-lifesg,Full,Full,Full,Full,Full,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Full,Full,Full,Full,Full,Full,Full,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Full,Full,Full,Full,Full,Full,Full,Limited,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-07-17,na,66349989,cust_engagement@ntucfirstcampus.com,https://www.myfirstskool.com/tm4-lifesg
na,NT0280,MY FIRST SKOOL,NT,NTUC First Campus Co-Operative Ltd,CC,66349989,info@myfirstskool.com,"487C,TAMPINES STREET 45,#01-115,522487",522487,https://www.myfirstskool.com/tmc-lifesg,Limited,Limited,Limited,Limited,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Full,Full,Full,Full,Full,Full,Available,Full,Full,Full,Full,Full,Full,Limited,Available,Available,Available,Available,Available,Available,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-07-17,na,66349989,cust_engagement@ntucfirstcampus.com,https://www.myfirstskool.com/tmc-lifesg
na,YM0197,MY WORLD PRESCHOOL LTD.,YM,MY World Preschool Ltd,CC,66124755,woodlandsglade@myworld.org.sg,"781B,WOODLANDS AVENUE 9,#01-516,WOODLANDS GLADE,732781",732781,https://www.myworld.org.sg,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Full,Full,Full,Full,Full,Limited,Limited,Full,Full,Full,Full,Full,Full,Limited,Full,Full,Full,Full,Full,Full,Limited,Full,Full,Full,Full,Full,Full,Limited,Full,Full,Full,Full,Full,Full,Limited,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay,No,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-07-17,na,66124755,woodlandsglade@myworld.org.sg,https://www.myworld.org.sg
na,YM0160,MY WORLD PRESCHOOL LTD.,YM,MY World Preschool Ltd,CC,63621566,admiralty@myworld.org.sg,"787B,WOODLANDS CRESCENT,#01-82,732787",732787,www.myworld.org.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Limited,Limited,Limited,Limited,Limited,Available,Available,Available,Limited,Limited,Limited,Limited,Available,Available,Available,Limited,Limited,Limited,Limited,Available,Available,Limited,Limited,Limited,Limited,Limited,Available,Available,Limited,Limited,Limited,Limited,Limited,Limited,Limited,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-07-17,na,63621566,admiralty@myworld.org.sg,www.myworld.org.sg
na,YM0154,MY WORLD PRESCHOOL LTD.,YM,MY World Preschool Ltd,CC,63622913,woodlandscircle@myworld.org.sg,"725,WOODLANDS AVENUE 6,#01-494,730725",730725,https://www.myworld.org.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-07-17,na,63622913,woodlandscircle@myworld.org.sg,https://www.myworld.org.sg
